코드,역명,시간,환승,
409,당고개,0,,
410,상계,2,,
411,노원,2,713,
412,창동,2,,
413,쌍문,2,,
414,수유,3,,
415,미아,2,,
416,미아삼거리,2,,
417,길음,2,,
418,성신여대입구,3,,
419,한성대입구,2,,
420,혜화,2,,
421,동대문,2,128,
422,동대문운동장,2,205,536
423,충무로,2,331,
424,명동,1,,
425,회현,2,,
426,서울역,2,133,
427,숙대입구,2,,
428,삼각지,2,628,
429,신용산,1,,
430,이촌,2,,
431,동작,4,,
432,이수,3,736,
433,사당,2,226,
434,남태령,1,,
