코드,역명,시간,환승,
810,암사,0,,
811,천호,2,547,
812,강동구청,2,,
813,몽촌토성,2,,
814,잠실,2,216,
815,석촌,3,,
816,송파,1,,
817,가락시장,2,350,
818,문정,2,,
819,장지,1,,
820,복정,2,,
821,산성,3,,
822,남한산성입구,3,,
823,단대오거리,2,,
824,신흥,1,,
825,수진,2,,
826,모란,1,,
